row,income,loan_amount,property_value,combined_loan_to_value_ratio,debt_to_income_ratio,derived_race,loan_purpose,occupancy_type,action_taken,tract_minority_population_percent,kmeans_cluster,hier_cluster,clarans_cluster
47465,74.0,185000,235000.0,80.0,30%-<36%,White,Home_Purchase,Principal_Residence,Originated,63.8,2,7,5
28861,39.0,105000,375000.0,78.353,Unknown,Race Not Available,CashOut_Refinance,Principal_Residence,Denied,21.41,0,6,6
63074,217.0,645000,805000.0,80.0,20%-<30%,White,Home_Purchase,Principal_Residence,Originated,35.05,2,7,1
11491,155.0,295000,415000.0,71.951,<20%,White,Home_Purchase,Principal_Residence,Originated,55.41,2,7,5
99743,9.0,285000,705000.0,78.353,Unknown,White,Refinance,Principal_Residence,Denied,22.66,0,6,6
75465,49.0,235000,395000.0,60.732,>60%,Race Not Available,Refinance,Principal_Residence,Originated,38.4,4,2,0
73841,317.0,205000,725000.0,79.724,30%-<36%,Race Not Available,Other,Principal_Residence,Denied,51.77,6,4,4
78129,54.0,35000,375000.0,78.353,20%-<30%,White,Home_Purchase,Principal_Residence,Approved_NotAccepted,57.68,3,1,2
56169,64.0,305000,505000.0,60.0,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,17.23,2,7,1
63065,219.0,425000,505000.0,85.0,<20%,White,Home_Purchase,Principal_Residence,Originated,26.4,2,7,1
28881,66.0,45000,375000.0,78.353,Unknown,White,Home_Improvement,Principal_Residence,Incomplete,82.19,6,4,4
88840,77.0,155000,375000.0,78.353,Exempt,White,Refinance,Investment,Originated,10.99,1,5,3
61740,110.0,395000,405000.0,96.5,30%-<36%,Black or African American,Home_Purchase,Principal_Residence,Originated,54.51,2,7,5
14972,148.0,325000,345000.0,95.0,20%-<30%,White,Home_Purchase,Principal_Residence,Originated,74.21,2,7,5
52727,14.0,55000,195000.0,28.95,>60%,Race Not Available,Home_Purchase,Principal_Residence,Denied,37.54,4,2,0
96686,38.0,95000,205000.0,49.11,36%-<43%,White,Refinance,Principal_Residence,Originated,19.39,0,6,6
12386,259.0,695000,865000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,24.32,2,7,1
4553,96.0,325000,335000.0,93.528,50%-60%,White,Home_Purchase,Principal_Residence,Originated,4.15,4,2,0
4499,173.0,355000,355000.0,100.0,20%-<30%,White,Home_Purchase,Principal_Residence,Originated,17.09,2,7,1
26102,32.0,205000,395000.0,50.633,43%-<50%,White,CashOut_Refinance,Principal_Residence,Originated,20.58,0,6,6
24887,52.0,95000,95000.0,78.353,<20%,White,Home_Purchase,Principal_Residence,Originated,12.57,2,7,1
87611,42.0,85000,285000.0,71.429,>60%,White,Home_Improvement,Principal_Residence,Denied,0.0,4,2,0
50392,58.0,185000,265000.0,69.231,43%-<50%,Race Not Available,CashOut_Refinance,Principal_Residence,Originated,90.73,0,6,6
68735,40.0,115000,385000.0,28.57,36%-<43%,White,CashOut_Refinance,Principal_Residence,Denied,34.75,0,6,6
6604,95.0,525000,665000.0,78.353,Unknown,Race Not Available,Refinance,Principal_Residence,Purchased,21.94,0,6,6
59465,176.0,65000,315000.0,67.0,<20%,White,Refinance,Principal_Residence,Originated,12.92,6,4,4
43579,130.0,425000,605000.0,70.0,36%-<43%,White,Other,Principal_Residence,Denied,24.47,2,7,1
92044,55.0,235000,235000.0,100.0,43%-<50%,Black or African American,Home_Purchase,Principal_Residence,Originated,34.08,3,1,2
22355,64.0,55000,145000.0,33.784,<20%,Race Not Available,Refinance,Principal_Residence,Originated,6.64,0,6,6
68060,178.0,195000,375000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Withdrawn,54.96,2,7,5
24904,54.0,305000,375000.0,78.353,Unknown,Race Not Available,Refinance,Principal_Residence,Incomplete,32.76,0,6,6
50114,131.0,355000,355000.0,100.0,30%-<36%,White,CashOut_Refinance,Principal_Residence,Originated,45.67,0,6,6
97271,118.0,475000,375000.0,78.353,Unknown,Race Not Available,CashOut_Refinance,Principal_Residence,Withdrawn,41.9,0,6,6
52830,167.0,205000,875000.0,80.0,36%-<43%,Asian,Home_Improvement,Principal_Residence,Originated,85.48,6,4,4
95080,30.0,105000,505000.0,20.0,50%-60%,White,Home_Purchase,Principal_Residence,Originated,43.76,4,2,0
71785,192.0,135000,805000.0,79.99,20%-<30%,Asian,Other,Principal_Residence,Originated,14.58,6,4,4
16285,66.0,345000,365000.0,97.0,43%-<50%,Black or African American,Home_Purchase,Principal_Residence,Originated,91.53,2,7,5
92308,149.0,525000,655000.0,80.0,30%-<36%,Race Not Available,Home_Purchase,Principal_Residence,Originated,13.27,2,7,1
45753,51.0,285000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Withdrawn,23.84,2,7,1
92595,60.0,275000,345000.0,80.0,36%-<43%,White,Home_Purchase,Principal_Residence,Originated,30.16,2,7,1
30547,29.0,305000,375000.0,78.353,Unknown,White,CashOut_Refinance,Principal_Residence,Withdrawn,96.63,0,6,6
20470,234.0,455000,375000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Incomplete,80.89,2,7,5
68605,27.0,105000,355000.0,28.011,36%-<43%,Race Not Available,CashOut_Refinance,Principal_Residence,Originated,20.53,0,6,6
26400,2987.0,6655000,9505000.0,70.0,30%-<36%,Race Not Available,Other,Principal_Residence,Originated,40.13,5,3,4
68538,346.0,225000,375000.0,78.353,Unknown,White,Refinance,Principal_Residence,Withdrawn,12.68,5,6,6
43902,146.0,445000,535000.0,83.096,36%-<43%,Asian,Home_Purchase,Principal_Residence,Denied,22.3,2,7,1
99216,97.0,375000,395000.0,95.0,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,11.15,2,7,1
69938,151.0,515000,795000.0,66.0,20%-<30%,White,CashOut_Refinance,Principal_Residence,Originated,15.92,0,6,6
87119,72.0,225000,235000.0,95.0,36%-<43%,Race Not Available,Home_Purchase,Principal_Residence,Originated,40.63,2,7,1
5174,142.0,305000,565000.0,55.0,36%-<43%,White,CashOut_Refinance,Principal_Residence,Originated,11.28,0,6,6
37205,219.0,15000,145000.0,100.14,30%-<36%,White,Home_Improvement,Principal_Residence,Denied,78.06,6,4,4
92455,285.0,125000,515000.0,24.272,30%-<36%,White,CashOut_Refinance,Investment,Originated,18.26,1,5,3
15344,73.0,155000,375000.0,78.353,Unknown,White,Refinance,Principal_Residence,Incomplete,11.49,0,6,6
63693,95.0,1295000,2155000.0,78.353,Unknown,Race Not Available,Home_Purchase,Investment,Purchased,37.39,1,5,3
64827,95.0,45000,45000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,57.07,2,7,5
98873,50.0,205000,255000.0,80.0,36%-<43%,Race Not Available,Home_Purchase,Principal_Residence,Originated,17.13,2,7,1
40500,278.0,255000,1105000.0,67.529,30%-<36%,White,Refinance,Principal_Residence,Originated,23.09,6,4,4
87904,57.0,315000,325000.0,97.0,43%-<50%,Race Not Available,Home_Purchase,Principal_Residence,Originated,98.91,2,7,5
25506,141.0,455000,485000.0,94.182,20%-<30%,White,CashOut_Refinance,Principal_Residence,Originated,19.78,0,6,6
56886,117.0,65000,185000.0,33.333,<20%,White,Refinance,Principal_Residence,Originated,30.67,0,6,6
22672,78.0,135000,505000.0,71.25,50%-60%,White,Other,Principal_Residence,Originated,52.22,4,2,0
97566,98.0,215000,275000.0,80.0,20%-<30%,Asian,Home_Purchase,Investment,Originated,64.08,1,5,3
94442,242.0,145000,195000.0,75.0,30%-<36%,White,Home_Purchase,Investment,Originated,25.88,1,5,3
16430,81.0,225000,225000.0,100.0,30%-<36%,White,Home_Purchase,Principal_Residence,Originated,31.49,2,7,1
48251,290.0,465000,665000.0,69.88,20%-<30%,White,Home_Purchase,Principal_Residence,Originated,27.0,2,7,1
64786,165.0,225000,365000.0,59.946,20%-<30%,White,CashOut_Refinance,Second_Residence,Originated,34.21,0,6,6
36545,398.0,315000,1295000.0,69.991,20%-<30%,Asian,Home_Improvement,Principal_Residence,Originated,64.25,5,4,4
34896,129.0,225000,375000.0,78.353,Exempt,Race Not Available,CashOut_Refinance,Principal_Residence,Purchased,44.65,0,6,6
67011,102.0,105000,345000.0,89.0,30%-<36%,White,CashOut_Refinance,Principal_Residence,Originated,67.34,6,4,4
38931,45.0,35000,125000.0,28.0,<20%,White,Other,Principal_Residence,Denied,8.19,0,6,1
71995,60.0,285000,295000.0,96.5,50%-60%,White,Home_Purchase,Principal_Residence,Originated,42.08,4,2,0
43318,95.0,185000,195000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,17.17,2,7,1
94776,102.0,35000,555000.0,101.954,20%-<30%,Race Not Available,Other,Principal_Residence,Denied,49.49,6,4,4
93208,39.0,195000,195000.0,78.353,36%-<43%,White,Home_Purchase,Principal_Residence,Originated,7.19,2,7,1
85181,269.0,335000,355000.0,95.0,30%-<36%,White,Home_Purchase,Principal_Residence,Originated,25.12,2,7,1
75683,95.0,265000,405000.0,107.74,Unknown,Race Not Available,Refinance,Investment,Originated,15.82,1,5,3
37613,538.0,1005000,1975000.0,50.63,30%-<36%,Race Not Available,Refinance,Principal_Residence,Originated,12.2,5,3,6
26314,95.0,55000,155000.0,89.893,50%-60%,White,Other,Principal_Residence,Originated,12.34,4,2,0
61675,136.0,215000,215000.0,96.5,43%-<50%,Joint,Home_Purchase,Principal_Residence,Originated,8.82,2,7,1
6648,86.0,175000,315000.0,53.712,36%-<43%,White,Refinance,Principal_Residence,Originated,12.03,0,6,6
53850,288.0,375000,505000.0,75.0,20%-<30%,White,Home_Purchase,Principal_Residence,Originated,20.61,2,7,1
34004,153.0,235000,355000.0,68.04,20%-<30%,White,CashOut_Refinance,Principal_Residence,Originated,45.19,0,6,6
40762,50.0,155000,255000.0,60.0,36%-<43%,Race Not Available,CashOut_Refinance,Principal_Residence,Denied,12.08,0,6,6
90796,76.0,325000,375000.0,78.353,Unknown,White,Refinance,Principal_Residence,Incomplete,48.11,0,6,6
6669,95.0,255000,325000.0,78.353,Unknown,Asian,Home_Purchase,Principal_Residence,Purchased,10.12,2,7,1
56062,76.0,55000,325000.0,40.603,36%-<43%,White,Other,Principal_Residence,Originated,6.97,6,4,4
83019,323.0,585000,725000.0,78.353,Unknown,White,CashOut_Refinance,Principal_Residence,Purchased,14.23,5,6,6
95521,95.0,1115000,1315000.0,72.08,Unknown,Race Not Available,Home_Purchase,Investment,Originated,59.99,1,5,3
86637,92.0,135000,215000.0,62.79,43%-<50%,Race Not Available,CashOut_Refinance,Principal_Residence,Originated,43.68,0,6,6
1864,110.0,355000,375000.0,78.353,Unknown,Race Not Available,CashOut_Refinance,Principal_Residence,Withdrawn,31.42,0,6,6
93252,2.0,215000,375000.0,78.353,Unknown,Black or African American,Refinance,Principal_Residence,Incomplete,16.75,0,6,6
92584,100.0,525000,825000.0,63.182,36%-<43%,Asian,Home_Purchase,Principal_Residence,Originated,9.69,2,7,1
96183,180.0,405000,375000.0,78.353,Unknown,Race Not Available,Refinance,Principal_Residence,Withdrawn,17.3,0,6,6
90100,138.0,305000,295000.0,100.0,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,5.03,3,1,2
42332,93.0,335000,375000.0,78.353,Unknown,Black or African American,Refinance,Principal_Residence,Incomplete,23.35,0,6,6
87142,146.0,745000,765000.0,96.5,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,21.75,2,7,1
53335,70.0,65000,375000.0,74.99,43%-<50%,White,Refinance,Principal_Residence,Originated,34.47,6,4,4
92210,135.0,465000,485000.0,95.0,43%-<50%,Asian,Home_Purchase,Principal_Residence,Denied,8.36,2,7,1
74119,455.0,145000,835000.0,94.166,20%-<30%,White,Other,Principal_Residence,Originated,6.57,5,4,4
8761,72.0,35000,375000.0,78.353,Unknown,Black or African American,Home_Improvement,Principal_Residence,Incomplete,53.94,6,4,4
96301,113.0,165000,515000.0,33.137,<20%,White,CashOut_Refinance,Principal_Residence,Originated,75.4,0,6,6
48363,66.0,105000,335000.0,65.99,43%-<50%,Race Not Available,Home_Improvement,Principal_Residence,Originated,51.89,6,4,4
71735,47.0,135000,135000.0,78.353,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,7.8,3,1,2
23437,263.0,285000,375000.0,78.353,Exempt,White,Home_Purchase,Principal_Residence,Originated,91.64,2,7,5
66806,63.0,165000,175000.0,102.882,43%-<50%,Race Not Available,Home_Purchase,Principal_Residence,Originated,41.0,2,7,5
44868,144.0,465000,625000.0,75.0,30%-<36%,White,Home_Purchase,Investment,Originated,28.74,1,5,3
98045,109.0,505000,375000.0,78.353,Unknown,Black or African American,Home_Purchase,Principal_Residence,Withdrawn,92.77,2,7,5
99903,95.0,125000,235000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,17.21,2,7,1
7715,345.0,355000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Withdrawn,21.56,5,7,1
79331,74.0,45000,165000.0,88.84,36%-<43%,White,Refinance,Principal_Residence,Originated,39.65,6,4,4
52893,95.0,245000,295000.0,78.353,Unknown,Race Not Available,CashOut_Refinance,Principal_Residence,Purchased,31.3,0,6,6
66968,95.0,55000,325000.0,93.424,43%-<50%,White,Other,Principal_Residence,Originated,21.68,6,4,4
16945,95.0,625000,755000.0,82.667,36%-<43%,Race Not Available,CashOut_Refinance,Principal_Residence,Originated,96.97,0,6,6
24093,71.0,145000,215000.0,66.39,36%-<43%,White,CashOut_Refinance,Investment,Originated,93.68,1,5,3
12367,96.0,85000,365000.0,23.077,20%-<30%,White,Home_Purchase,Second_Residence,Originated,30.6,0,6,1
48229,238.0,35000,455000.0,97.077,<20%,White,Other,Principal_Residence,Denied,25.53,6,4,4
9716,63.0,265000,355000.0,75.0,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,40.3,2,7,5
41545,95.0,585000,645000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,44.51,2,7,1
83656,99.0,375000,535000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Purchased,30.36,2,7,1
87843,59.0,105000,165000.0,60.651,30%-<36%,White,Refinance,Principal_Residence,Originated,17.31,0,6,6
84411,75.0,275000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Withdrawn,16.17,2,7,1
7501,67.0,55000,305000.0,53.205,43%-<50%,Race Not Available,Home_Improvement,Principal_Residence,Originated,25.66,6,4,4
30473,57.0,135000,375000.0,56.52,30%-<36%,White,Home_Purchase,Principal_Residence,Denied,11.4,2,7,1
63865,465.0,555000,375000.0,78.353,Unknown,White,Refinance,Principal_Residence,Incomplete,28.42,5,6,6
15543,69.0,95000,235000.0,43.0,20%-<30%,White,CashOut_Refinance,Principal_Residence,Originated,13.95,0,6,6
91935,84.0,295000,315000.0,95.0,30%-<36%,White,Home_Purchase,Principal_Residence,Originated,29.21,2,7,1
21214,110.0,335000,395000.0,95.0,30%-<36%,White,Home_Purchase,Principal_Residence,Originated,23.72,2,7,1
33686,133.0,55000,465000.0,70.0,30%-<36%,White,CashOut_Refinance,Principal_Residence,Denied,19.72,6,4,4
50553,143.0,325000,395000.0,80.0,36%-<43%,White,CashOut_Refinance,Principal_Residence,Originated,62.06,0,6,6
45793,139.0,205000,375000.0,82.545,30%-<36%,White,Refinance,Principal_Residence,Originated,31.9,6,4,4
54183,197.0,155000,375000.0,78.353,Exempt,Race Not Available,Refinance,Principal_Residence,Originated,65.48,0,6,6
43589,175.0,405000,405000.0,100.0,36%-<43%,2 or more minority races,Home_Purchase,Principal_Residence,Originated,25.6,2,7,1
66566,61.0,95000,375000.0,78.353,Unknown,Race Not Available,CashOut_Refinance,Principal_Residence,Withdrawn,84.15,0,6,6
69922,18.0,65000,85000.0,70.0,30%-<36%,Race Not Available,Refinance,Principal_Residence,Denied,11.33,0,6,6
28306,67.0,135000,135000.0,96.5,43%-<50%,Race Not Available,Home_Purchase,Principal_Residence,Originated,20.54,3,1,2
18289,64.0,95000,175000.0,59.0,36%-<43%,Race Not Available,CashOut_Refinance,Principal_Residence,Originated,90.35,0,6,6
53068,95.0,395000,375000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Withdrawn,94.0,2,7,5
77597,204.0,225000,275000.0,81.0,<20%,Asian,Home_Purchase,Second_Residence,Originated,53.29,2,7,5
11438,172.0,405000,425000.0,95.0,20%-<30%,Joint,Home_Purchase,Principal_Residence,Originated,18.54,2,7,1
59930,37.0,245000,255000.0,96.5,43%-<50%,Race Not Available,Home_Purchase,Principal_Residence,Originated,81.8,2,7,5
66298,95.0,15000,315000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,78.42,6,4,4
42926,67.0,125000,165000.0,78.353,Unknown,White,Home_Purchase,Investment,Purchased,12.51,1,5,3
51852,52.0,15000,165000.0,100.749,36%-<43%,White,Home_Purchase,Principal_Residence,Originated,32.11,6,4,4
58421,210.0,105000,645000.0,47.942,36%-<43%,Race Not Available,Home_Improvement,Principal_Residence,Originated,7.45,6,4,4
40374,120.0,565000,375000.0,78.353,Unknown,Race Not Available,Refinance,Principal_Residence,Incomplete,82.11,0,6,6
21618,179.0,355000,405000.0,87.5,30%-<36%,White,Home_Purchase,Principal_Residence,Originated,36.95,2,7,1
96492,141.0,265000,265000.0,96.5,36%-<43%,White,Home_Purchase,Principal_Residence,Originated,31.73,2,7,1
49463,71.0,45000,215000.0,84.96,20%-<30%,White,Other,Principal_Residence,Originated,28.03,6,4,4
54485,50.0,75000,235000.0,32.609,30%-<36%,White,CashOut_Refinance,Principal_Residence,Originated,55.74,0,6,6
96424,95.0,115000,125000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,38.9,2,7,5
12693,187.0,655000,375000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Withdrawn,24.97,2,7,1
12748,70.0,375000,465000.0,80.0,43%-<50%,Race Not Available,Home_Purchase,Principal_Residence,Originated,62.24,2,7,5
3137,95.0,175000,175000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,39.06,2,7,5
54793,146.0,65000,365000.0,72.96,36%-<43%,White,Home_Improvement,Principal_Residence,Originated,23.24,6,4,4
44351,95.0,285000,295000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,56.13,2,7,5
30527,87.0,435000,375000.0,78.353,Unknown,Black or African American,Home_Purchase,Principal_Residence,Withdrawn,95.51,2,7,5
16119,80.0,75000,165000.0,47.531,<20%,White,Refinance,Principal_Residence,Originated,14.96,0,6,6
72650,49.0,45000,175000.0,89.302,43%-<50%,White,Other,Principal_Residence,Originated,60.05,6,4,4
8055,95.0,105000,165000.0,78.353,Unknown,Race Not Available,Home_Purchase,Investment,Purchased,68.05,1,5,3
64971,236.0,255000,405000.0,62.5,<20%,White,Home_Improvement,Principal_Residence,Denied,41.09,2,7,5
30483,185.0,305000,355000.0,83.799,30%-<36%,White,Home_Purchase,Principal_Residence,Originated,10.88,2,7,1
21792,124.0,485000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Denied,71.23,2,7,5
18758,42.0,575000,375000.0,78.353,Unknown,White,Refinance,Principal_Residence,Withdrawn,17.06,0,6,6
42057,90.0,385000,375000.0,100.0,>60%,Joint,Home_Purchase,Principal_Residence,Originated,53.96,4,2,0
84994,36.0,535000,675000.0,80.0,>60%,Race Not Available,Refinance,Principal_Residence,Denied,26.46,4,2,0
30750,150.0,75000,495000.0,59.72,36%-<43%,White,Home_Improvement,Principal_Residence,Originated,45.01,6,4,4
98356,99.0,15000,375000.0,100.0,43%-<50%,White,Home_Purchase,Principal_Residence,Denied,86.19,2,7,5
65160,160.0,475000,565000.0,85.0,20%-<30%,White,Home_Purchase,Principal_Residence,Originated,18.36,2,7,1
26398,64.0,75000,505000.0,34.877,>60%,White,Refinance,Principal_Residence,Originated,9.0,4,2,0
87406,95.0,65000,435000.0,14.81,Unknown,Race Not Available,Home_Improvement,Investment,Originated,11.24,3,1,2
92581,53.0,175000,185000.0,93.92,30%-<36%,Race Not Available,Home_Purchase,Principal_Residence,Originated,83.01,2,7,5
44469,215.0,475000,375000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Withdrawn,30.76,2,7,1
72664,68.0,215000,375000.0,58.109,43%-<50%,Black or African American,CashOut_Refinance,Principal_Residence,Denied,59.35,0,6,6
26214,248.0,445000,555000.0,79.09,36%-<43%,Race Not Available,CashOut_Refinance,Principal_Residence,Originated,38.58,0,6,6
8211,255.0,875000,975000.0,90.0,30%-<36%,Race Not Available,Home_Purchase,Principal_Residence,Originated,56.98,2,7,5
17684,272.0,1475000,1885000.0,77.901,50%-60%,White,Home_Purchase,Principal_Residence,Denied,12.93,4,2,0
86143,66.0,145000,345000.0,84.78,>60%,White,Home_Improvement,Principal_Residence,Denied,9.58,4,2,0
13940,986.0,615000,685000.0,90.0,<20%,Race Not Available,Home_Purchase,Principal_Residence,Originated,62.46,5,3,4
80258,88.0,235000,375000.0,78.353,Unknown,Asian,Home_Purchase,Principal_Residence,Withdrawn,25.86,2,7,1
92549,146.0,195000,265000.0,75.0,43%-<50%,White,Refinance,Investment,Originated,55.85,1,5,3
54429,35.0,175000,195000.0,88.2,43%-<50%,Race Not Available,Home_Purchase,Principal_Residence,Originated,61.51,2,7,5
92980,76.0,155000,375000.0,78.353,Unknown,Race Not Available,CashOut_Refinance,Principal_Residence,Withdrawn,21.14,3,1,2
