row,kmeans_cluster,income,loan_amount,property_value,combined_loan_to_value_ratio,debt_to_income_ratio,derived_race,loan_purpose,occupancy_type,action_taken,tract_minority_population_percent,clarans_cluster
59825,0,95.0,65000,295000.0,78.353,Unknown,Race Not Available,Home_Improvement,Principal_Residence,Purchased,53.21,5
47138,0,60.0,125000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Withdrawn,10.97,1
58556,2,67.0,355000,565000.0,62.832,43%-<50%,Race Not Available,CashOut_Refinance,Investment,Denied,7.0,3
44183,2,95.0,3005000,4255000.0,75.0,Unknown,Race Not Available,CashOut_Refinance,Investment,Denied,98.25,3
40377,3,77.0,205000,275000.0,78.0,36%-<43%,Asian,CashOut_Refinance,Principal_Residence,Originated,66.06,6
55216,3,148.0,385000,485000.0,80.0,20%-<30%,White,CashOut_Refinance,Principal_Residence,Originated,16.5,6
14071,0,95.0,405000,415000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,24.97,1
48293,5,140.0,55000,375000.0,70.561,20%-<30%,White,Home_Improvement,Principal_Residence,Originated,8.19,4
95257,0,54.0,215000,225000.0,97.0,36%-<43%,White,Home_Purchase,Principal_Residence,Originated,42.28,5
83904,0,162.0,505000,505000.0,100.0,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,19.08,1
94799,6,63.0,285000,345000.0,82.353,50%-60%,Black or African American,Home_Purchase,Principal_Residence,Denied,64.56,0
30017,5,77.0,105000,425000.0,23.474,20%-<30%,White,Other,Principal_Residence,Originated,31.76,4
58495,0,35.0,25000,375000.0,78.353,Exempt,White,Home_Purchase,Principal_Residence,Withdrawn,0.0,1
19054,0,95.0,215000,215000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,5.66,1
13604,2,95.0,35000,375000.0,78.353,Exempt,Race Not Available,Home_Purchase,Investment,Originated,34.94,3
97237,3,69.0,335000,645000.0,51.563,36%-<43%,Race Not Available,Refinance,Principal_Residence,Originated,82.78,6
87211,0,103.0,325000,335000.0,96.5,30%-<36%,Black or African American,Home_Purchase,Principal_Residence,Originated,68.24,5
76491,5,289.0,135000,955000.0,79.915,36%-<43%,White,Home_Improvement,Principal_Residence,Denied,70.93,4
23680,0,255.0,425000,565000.0,75.0,20%-<30%,Race Not Available,Home_Purchase,Principal_Residence,Originated,43.04,5
14905,5,198.0,55000,275000.0,90.0,<20%,White,Other,Principal_Residence,Denied,45.12,4
11483,0,49.0,135000,135000.0,97.0,20%-<30%,White,Home_Purchase,Principal_Residence,Originated,11.23,1
93950,0,48.0,175000,385000.0,44.196,20%-<30%,White,Other,Principal_Residence,Originated,31.48,1
75777,2,95.0,225000,375000.0,78.353,Unknown,Black or African American,Home_Purchase,Investment,Withdrawn,47.18,3
89329,0,95.0,645000,675000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,36.95,1
7971,0,47.0,195000,245000.0,80.0,36%-<43%,White,Home_Purchase,Principal_Residence,Originated,11.93,1
9460,3,84.0,285000,375000.0,78.353,Unknown,White,CashOut_Refinance,Principal_Residence,Withdrawn,54.75,6
88485,3,81.0,295000,385000.0,75.065,36%-<43%,White,CashOut_Refinance,Principal_Residence,Originated,30.07,6
85278,0,212.0,865000,375000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Withdrawn,89.51,5
81132,0,27.0,205000,365000.0,55.556,36%-<43%,Race Not Available,Home_Purchase,Principal_Residence,Originated,9.62,1
13286,6,67.0,265000,255000.0,104.51,50%-60%,White,CashOut_Refinance,Principal_Residence,Denied,31.14,0
6549,6,110.0,255000,795000.0,72.128,50%-60%,White,Home_Improvement,Principal_Residence,Originated,11.84,0
59451,5,220.0,165000,615000.0,91.53,36%-<43%,White,Refinance,Principal_Residence,Denied,29.7,4
69147,0,160.0,375000,715000.0,52.448,20%-<30%,White,Home_Purchase,Principal_Residence,Originated,54.54,5
7574,6,95.0,205000,525000.0,38.2,>60%,Race Not Available,Refinance,Principal_Residence,Denied,49.53,0
55089,0,145.0,435000,465000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,80.85,5
10591,0,105.0,105000,195000.0,50.5,30%-<36%,Black or African American,Other,Principal_Residence,Originated,72.11,5
58055,0,29.0,65000,65000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,45.65,5
21999,0,95.0,785000,765000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,35.08,1
36091,0,95.0,385000,395000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,63.57,5
19529,6,11.0,55000,305000.0,16.67,>60%,White,Home_Improvement,Principal_Residence,Denied,70.84,0
98622,3,17.0,95000,375000.0,78.353,Unknown,White,CashOut_Refinance,Principal_Residence,Withdrawn,71.47,6
67076,0,112.0,475000,505000.0,95.0,36%-<43%,Asian,Home_Purchase,Principal_Residence,Originated,32.07,1
68408,3,80.0,365000,375000.0,78.353,Unknown,White,CashOut_Refinance,Principal_Residence,Withdrawn,11.13,6
6239,3,95.0,895000,375000.0,78.353,Unknown,White,CashOut_Refinance,Principal_Residence,Withdrawn,36.01,6
66350,2,0.0,285000,435000.0,65.0,<20%,Black or African American,Home_Purchase,Investment,Originated,94.46,3
7703,3,46.0,165000,285000.0,59.876,30%-<36%,White,CashOut_Refinance,Principal_Residence,Originated,25.75,6
28750,5,100.0,5000,175000.0,100.0,<20%,White,Home_Purchase,Principal_Residence,Originated,11.91,4
8217,0,133.0,335000,385000.0,87.03,36%-<43%,White,Home_Purchase,Principal_Residence,Originated,43.63,1
81552,5,199.0,125000,505000.0,89.886,36%-<43%,White,Home_Improvement,Principal_Residence,Originated,10.48,4
2510,3,36.0,125000,175000.0,70.0,36%-<43%,White,CashOut_Refinance,Principal_Residence,Originated,13.29,6
99884,0,213.0,665000,825000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Purchased,44.89,5
26147,0,303.0,575000,645000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,13.53,1
13606,3,53.0,165000,375000.0,78.353,Unknown,Black or African American,CashOut_Refinance,Principal_Residence,Withdrawn,29.52,6
32344,0,266.0,1225000,1535000.0,80.0,43%-<50%,White,Home_Purchase,Principal_Residence,Approved_NotAccepted,22.5,1
85098,5,88.0,35000,375000.0,57.339,43%-<50%,Asian,Home_Improvement,Principal_Residence,Originated,52.29,4
95179,3,95.0,125000,165000.0,78.353,Unknown,Race Not Available,Refinance,Principal_Residence,Purchased,36.01,6
45487,0,179.0,385000,385000.0,78.353,36%-<43%,Black or African American,Home_Purchase,Principal_Residence,Originated,52.28,5
51693,3,102.0,275000,325000.0,83.077,36%-<43%,Black or African American,Refinance,Principal_Residence,Originated,33.3,6
48494,0,48.0,95000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Withdrawn,55.92,5
93083,0,119.0,385000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Withdrawn,38.16,1
64797,3,143.0,165000,785000.0,20.71,43%-<50%,Black or African American,Other,Principal_Residence,Originated,24.98,1
69701,0,60.0,425000,535000.0,80.0,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,9.9,1
1457,3,82.0,175000,375000.0,78.353,Unknown,White,Refinance,Principal_Residence,Incomplete,6.74,6
38593,5,203.0,105000,565000.0,44.89,<20%,White,Other,Principal_Residence,Originated,53.0,4
77266,3,117.0,185000,375000.0,78.353,Unknown,White,CashOut_Refinance,Principal_Residence,Incomplete,7.69,6
30191,0,54.0,195000,195000.0,101.053,43%-<50%,Black or African American,Home_Purchase,Principal_Residence,Originated,98.28,5
50861,5,69.0,15000,215000.0,102.0,43%-<50%,White,Home_Purchase,Principal_Residence,Denied,9.0,4
23887,5,75.0,105000,495000.0,79.46,36%-<43%,White,Other,Principal_Residence,Originated,39.73,4
79534,1,473.0,305000,1325000.0,86.147,20%-<30%,Race Not Available,Other,Principal_Residence,Originated,41.94,4
38167,3,283.0,405000,375000.0,78.353,Unknown,Race Not Available,Refinance,Principal_Residence,Denied,31.63,6
68658,3,145.0,495000,565000.0,88.036,30%-<36%,Race Not Available,Refinance,Principal_Residence,Originated,12.07,6
1089,5,98.0,65000,265000.0,88.29,30%-<36%,White,Home_Improvement,Principal_Residence,Denied,12.77,4
482,5,104.0,205000,355000.0,71.0,43%-<50%,White,Other,Principal_Residence,Denied,55.57,4
6311,0,54.0,185000,185000.0,98.463,36%-<43%,Race Not Available,Home_Purchase,Principal_Residence,Originated,88.97,5
14291,6,97.0,405000,415000.0,96.5,50%-60%,Race Not Available,Home_Purchase,Principal_Residence,Originated,87.67,0
63993,0,29.0,55000,375000.0,78.353,Unknown,White,Home_Improvement,Principal_Residence,Withdrawn,85.85,5
13972,3,206.0,555000,375000.0,78.353,Unknown,White,CashOut_Refinance,Principal_Residence,Withdrawn,23.28,6
5625,3,220.0,1085000,375000.0,78.353,Unknown,White,CashOut_Refinance,Principal_Residence,Withdrawn,14.34,6
1299,5,268.0,55000,415000.0,70.0,20%-<30%,White,Other,Principal_Residence,Denied,27.85,4
62958,0,280.0,225000,375000.0,78.353,Unknown,Joint,Home_Purchase,Principal_Residence,Withdrawn,31.87,1
30517,3,85.0,415000,1625000.0,25.617,43%-<50%,White,CashOut_Refinance,Principal_Residence,Originated,39.19,6
67258,6,35.0,235000,295000.0,80.0,>60%,White,Home_Purchase,Principal_Residence,Denied,50.03,0
42849,0,56.0,305000,355000.0,87.0,43%-<50%,Asian,Home_Purchase,Principal_Residence,Originated,64.16,5
86705,3,95.0,125000,165000.0,78.353,Unknown,Race Not Available,Refinance,Principal_Residence,Purchased,41.75,6
44642,0,56.0,165000,175000.0,96.5,43%-<50%,Black or African American,Home_Purchase,Principal_Residence,Originated,80.97,5
89673,0,100.0,315000,325000.0,96.5,36%-<43%,White,Home_Purchase,Principal_Residence,Originated,34.0,1
76443,0,97.0,175000,375000.0,78.353,Exempt,White,Home_Purchase,Principal_Residence,Preapproval_Approved_NotAccepted,0.0,1
65277,0,87.0,385000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Withdrawn,96.27,5
30525,0,91.0,255000,255000.0,78.353,36%-<43%,Race Not Available,Home_Purchase,Principal_Residence,Originated,54.58,5
23331,0,95.0,25000,75000.0,78.353,Unknown,Race Not Available,NotApplicable,Principal_Residence,Purchased,30.8,1
91191,5,78.0,155000,1155000.0,31.32,36%-<43%,Asian,Home_Improvement,Principal_Residence,Denied,51.17,4
20873,2,253.0,175000,305000.0,56.667,20%-<30%,Race Not Available,Refinance,Investment,Originated,41.13,3
94337,2,95.0,145000,635000.0,89.95,Unknown,Race Not Available,Other,Investment,Originated,25.82,3
23078,0,69.0,265000,375000.0,78.353,Unknown,Black or African American,Home_Purchase,Principal_Residence,Withdrawn,40.3,1
17406,0,95.0,385000,475000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,17.13,1
41624,0,68.0,275000,285000.0,97.0,36%-<43%,Race Not Available,Home_Purchase,Principal_Residence,Originated,42.23,5
49470,3,97.0,225000,305000.0,74.917,43%-<50%,White,CashOut_Refinance,Principal_Residence,Originated,11.27,6
7460,0,70.0,275000,345000.0,80.0,43%-<50%,Asian,Home_Purchase,Principal_Residence,Originated,37.35,1
82352,3,95.0,185000,325000.0,62.5,20%-<30%,White,Refinance,Principal_Residence,Originated,10.1,6
43215,5,74.0,45000,435000.0,65.522,36%-<43%,White,Other,Principal_Residence,Originated,64.83,4
14431,5,49.0,55000,505000.0,22.003,43%-<50%,Black or African American,Home_Improvement,Principal_Residence,Originated,33.7,4
75660,3,202.0,825000,375000.0,78.353,Unknown,Race Not Available,CashOut_Refinance,Principal_Residence,Withdrawn,68.94,6
78053,2,95.0,45000,85000.0,49.505,Unknown,Race Not Available,Refinance,Investment,Originated,53.71,3
88227,0,66.0,155000,285000.0,54.386,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,42.21,5
5258,1,340.0,885000,1105000.0,80.0,20%-<30%,Asian,Home_Purchase,Principal_Residence,Originated,24.99,1
16524,0,78.0,325000,325000.0,100.0,43%-<50%,Race Not Available,Home_Purchase,Principal_Residence,Preapproval_Approved_NotAccepted,0.0,1
54575,0,79.0,235000,245000.0,95.0,20%-<30%,White,Home_Purchase,Principal_Residence,Originated,18.6,1
85907,3,0.0,295000,375000.0,78.353,Unknown,Race Not Available,CashOut_Refinance,Principal_Residence,Withdrawn,47.14,6
82396,5,278.0,255000,1125000.0,51.966,20%-<30%,White,Other,Principal_Residence,Originated,22.17,4
58968,0,83.0,235000,245000.0,95.0,30%-<36%,Asian,Home_Purchase,Principal_Residence,Originated,54.38,5
46410,0,80.0,435000,435000.0,100.0,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,78.24,5
78770,0,95.0,185000,215000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,42.38,5
90798,6,124.0,125000,345000.0,67.331,50%-60%,Black or African American,Refinance,Principal_Residence,Originated,42.75,0
51578,6,36.0,205000,215000.0,96.5,50%-60%,Black or African American,Home_Purchase,Principal_Residence,Originated,88.58,0
32353,6,169.0,115000,145000.0,78.014,50%-60%,White,CashOut_Refinance,Principal_Residence,Originated,43.13,0
81237,3,95.0,135000,195000.0,90.616,Unknown,White,Refinance,Principal_Residence,Originated,15.85,6
25160,0,154.0,85000,375000.0,78.353,Unknown,Race Not Available,Home_Purchase,Second_Residence,Withdrawn,76.42,5
48774,0,54.0,235000,465000.0,50.0,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,13.05,1
19152,3,42.0,135000,375000.0,78.353,Unknown,White,CashOut_Refinance,Principal_Residence,Incomplete,35.56,6
32951,2,134.0,345000,375000.0,78.353,Unknown,Asian,Home_Purchase,Investment,Withdrawn,48.53,3
90915,6,87.0,285000,355000.0,80.0,50%-60%,White,Home_Purchase,Principal_Residence,Preapproval_Denied,0.0,0
62482,5,271.0,145000,1485000.0,90.0,36%-<43%,Race Not Available,Home_Purchase,Principal_Residence,Approved_NotAccepted,42.05,4
99398,5,161.0,205000,685000.0,89.558,30%-<36%,Race Not Available,Home_Improvement,Principal_Residence,Originated,6.19,4
60078,6,18.0,55000,565000.0,51.56,>60%,White,Home_Improvement,Principal_Residence,Denied,6.39,0
64299,1,1022.0,105000,795000.0,12.66,>60%,Asian,Home_Purchase,Investment,Originated,36.64,3
35440,0,71.0,265000,275000.0,97.0,43%-<50%,White,Home_Purchase,Principal_Residence,Approved_NotAccepted,31.7,1
54820,6,103.0,625000,625000.0,100.0,50%-60%,White,Home_Purchase,Principal_Residence,Originated,37.74,0
64893,6,58.0,215000,205000.0,100.0,50%-60%,White,Home_Purchase,Principal_Residence,Originated,24.87,0
89015,2,329.0,315000,375000.0,78.353,Unknown,White,Home_Purchase,Investment,Withdrawn,6.28,3
50276,3,62.0,535000,375000.0,78.353,Unknown,Race Not Available,CashOut_Refinance,Principal_Residence,Incomplete,66.22,6
19579,0,95.0,415000,415000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,67.8,5
65667,0,76.0,285000,295000.0,97.0,43%-<50%,Race Not Available,Home_Purchase,Principal_Residence,Originated,94.39,5
3205,5,130.0,105000,965000.0,78.01,43%-<50%,Asian,Home_Improvement,Principal_Residence,Originated,47.3,4
74694,0,129.0,625000,665000.0,95.0,43%-<50%,Race Not Available,Home_Purchase,Principal_Residence,Originated,59.01,5
11347,3,74.0,205000,505000.0,39.66,36%-<43%,White,Refinance,Principal_Residence,Originated,7.48,6
43281,5,43.0,65000,375000.0,78.353,Unknown,White,Other,Principal_Residence,Withdrawn,12.82,4
89746,1,360.0,1065000,1335000.0,80.0,20%-<30%,White,Home_Purchase,Principal_Residence,Originated,17.55,1
60782,2,95.0,225000,285000.0,80.0,Unknown,Race Not Available,Refinance,Investment,Originated,34.91,3
92997,3,52.0,175000,375000.0,78.353,Unknown,Race Not Available,CashOut_Refinance,Principal_Residence,Withdrawn,23.66,6
52253,4,87.0,135000,165000.0,78.353,36%-<43%,Race Not Available,Home_Purchase,Principal_Residence,Approved_NotAccepted,22.27,2
30296,1,359.0,105000,795000.0,76.05,20%-<30%,White,Other,Principal_Residence,Originated,53.71,4
81364,5,175.0,405000,855000.0,71.25,43%-<50%,White,Refinance,Principal_Residence,Originated,18.92,4
55129,3,112.0,145000,185000.0,76.0,20%-<30%,Race Not Available,CashOut_Refinance,Principal_Residence,Originated,20.72,6
28801,6,145.0,815000,845000.0,94.1,50%-60%,White,Home_Purchase,Principal_Residence,Originated,30.22,0
78632,1,3000.0,175000,1055000.0,90.105,<20%,Black or African American,Home_Improvement,Principal_Residence,Denied,52.92,4
46645,3,94.0,415000,525000.0,80.0,36%-<43%,White,Refinance,Principal_Residence,Originated,30.49,6
72023,2,95.0,275000,455000.0,78.353,Unknown,Race Not Available,CashOut_Refinance,Investment,Purchased,66.02,3
73656,0,86.0,235000,225000.0,100.0,43%-<50%,Race Not Available,Home_Purchase,Principal_Residence,Originated,28.87,1
4483,0,95.0,105000,155000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,22.82,1
78565,0,73.0,365000,375000.0,95.0,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,16.29,1
39921,5,53.0,55000,285000.0,56.337,43%-<50%,White,Home_Improvement,Principal_Residence,Originated,46.08,4
84316,4,288.0,245000,335000.0,75.0,20%-<30%,White,Home_Purchase,Second_Residence,Originated,5.77,2
29949,6,57.0,25000,435000.0,51.52,50%-60%,White,Home_Improvement,Principal_Residence,Denied,21.44,0
72435,0,96.0,455000,565000.0,80.0,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,21.5,1
43740,3,28.0,115000,375000.0,78.353,Unknown,Race Not Available,Refinance,Principal_Residence,Withdrawn,8.74,6
24527,0,169.0,535000,665000.0,79.99,43%-<50%,Black or African American,Home_Purchase,Principal_Residence,Denied,61.46,5
125,2,277.0,165000,605000.0,27.167,30%-<36%,Race Not Available,Refinance,Investment,Originated,48.65,3
40607,0,95.0,645000,825000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,25.69,1
22272,5,202.0,165000,755000.0,59.0,20%-<30%,White,Refinance,Principal_Residence,Originated,12.96,4
90207,5,61.0,55000,335000.0,86.382,43%-<50%,White,Home_Improvement,Principal_Residence,Originated,6.57,4
87898,3,23.0,105000,185000.0,55.833,36%-<43%,Black or African American,CashOut_Refinance,Principal_Residence,Originated,83.31,6
45372,6,84.0,255000,265000.0,96.5,50%-60%,White,Home_Purchase,Principal_Residence,Denied,78.61,0
7229,3,39.0,105000,235000.0,43.885,20%-<30%,White,Refinance,Principal_Residence,Originated,12.36,6
62824,5,108.0,45000,205000.0,93.7,30%-<36%,White,Other,Principal_Residence,Originated,33.98,4
66125,0,153.0,485000,605000.0,80.0,36%-<43%,White,Home_Purchase,Principal_Residence,Originated,15.81,1
97200,6,77.0,315000,375000.0,78.353,>60%,White,CashOut_Refinance,Principal_Residence,Denied,23.55,0
48519,3,60.0,125000,205000.0,62.189,36%-<43%,White,Refinance,Principal_Residence,Denied,93.42,6
82336,3,32.0,115000,175000.0,63.953,20%-<30%,White,CashOut_Refinance,Principal_Residence,Denied,26.81,6
73124,0,89.0,215000,215000.0,96.5,36%-<43%,White,Home_Purchase,Principal_Residence,Originated,30.75,1
78658,0,52.0,125000,135000.0,95.0,20%-<30%,Asian,Home_Purchase,Principal_Residence,Originated,83.57,5
32906,3,66.0,205000,255000.0,82.88,36%-<43%,White,CashOut_Refinance,Principal_Residence,Originated,57.13,6
29870,3,102.0,305000,375000.0,78.353,Unknown,White,CashOut_Refinance,Principal_Residence,Incomplete,34.23,6
22312,5,261.0,105000,375000.0,78.353,Unknown,White,Refinance,Principal_Residence,Incomplete,16.57,4
74093,1,516.0,775000,975000.0,80.0,20%-<30%,White,Home_Purchase,Second_Residence,Originated,10.47,1
17745,0,197.0,635000,745000.0,85.57,30%-<36%,White,Home_Purchase,Principal_Residence,Originated,18.06,1
84055,5,201.0,295000,565000.0,89.899,20%-<30%,White,Refinance,Principal_Residence,Originated,24.44,4
90168,0,82.0,455000,515000.0,90.0,36%-<43%,White,Home_Purchase,Principal_Residence,Originated,51.23,5
49021,5,97.0,55000,345000.0,93.681,30%-<36%,White,Home_Improvement,Principal_Residence,Originated,11.34,4
85840,0,105.0,405000,435000.0,95.0,36%-<43%,White,Home_Purchase,Principal_Residence,Originated,11.51,1
38500,0,92.0,375000,385000.0,100.0,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,21.33,1
89675,1,3925.0,805000,1005000.0,80.0,<20%,White,CashOut_Refinance,Principal_Residence,Originated,25.43,6
91487,5,49.0,15000,235000.0,69.8,43%-<50%,Race Not Available,Other,Principal_Residence,Originated,9.9,4
90980,0,95.0,415000,555000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Purchased,9.92,1
74978,3,35.0,135000,375000.0,78.353,Unknown,White,CashOut_Refinance,Principal_Residence,Withdrawn,28.81,6
48621,1,512.0,1445000,375000.0,78.353,Unknown,Race Not Available,Refinance,Principal_Residence,Withdrawn,44.87,6
27569,3,123.0,535000,735000.0,72.925,36%-<43%,White,CashOut_Refinance,Principal_Residence,Originated,14.18,6
20644,0,95.0,325000,415000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,77.02,5
13751,3,76.0,315000,375000.0,78.353,Unknown,White,CashOut_Refinance,Principal_Residence,Incomplete,29.49,6
88774,0,48.0,205000,225000.0,90.0,43%-<50%,Race Not Available,Home_Purchase,Principal_Residence,Originated,91.38,5
31059,6,94.0,375000,385000.0,95.99,50%-60%,Black or African American,Home_Purchase,Principal_Residence,Originated,30.89,0
2241,2,95.0,1035000,2355000.0,44.0,Unknown,Race Not Available,CashOut_Refinance,Investment,Originated,24.19,3
97129,3,46.0,185000,375000.0,78.353,Unknown,White,CashOut_Refinance,Principal_Residence,Incomplete,6.09,6
76319,0,126.0,115000,135000.0,80.0,<20%,Race Not Available,Home_Purchase,Principal_Residence,Originated,12.46,1
7170,0,44.0,115000,115000.0,96.499,43%-<50%,Black or African American,Home_Purchase,Principal_Residence,Originated,25.73,1
59600,0,116.0,305000,385000.0,80.0,30%-<36%,White,Home_Purchase,Principal_Residence,Originated,13.7,1
51784,1,4200.0,705000,375000.0,78.353,Unknown,Race Not Available,Other,Second_Residence,Incomplete,25.82,4
13664,3,117.0,215000,375000.0,78.353,Unknown,White,CashOut_Refinance,Principal_Residence,Incomplete,21.99,6
6108,2,52.0,85000,375000.0,78.353,Unknown,2 or more minority races,Refinance,Investment,Withdrawn,33.94,3
6041,3,139.0,365000,375000.0,78.353,Unknown,Race Not Available,CashOut_Refinance,Principal_Residence,Withdrawn,14.85,6
5661,3,180.0,245000,375000.0,78.353,Unknown,White,CashOut_Refinance,Principal_Residence,Withdrawn,11.92,6
35656,3,118.0,545000,665000.0,78.353,Unknown,Race Not Available,Refinance,Principal_Residence,Purchased,56.25,6
48885,0,47.0,175000,175000.0,96.5,30%-<36%,Black or African American,Home_Purchase,Principal_Residence,Originated,46.86,5
82883,2,95.0,5000,305000.0,78.353,Unknown,Race Not Available,CashOut_Refinance,Investment,Denied,30.09,3
48759,3,30.0,155000,375000.0,78.353,Unknown,White,CashOut_Refinance,Principal_Residence,Incomplete,17.88,6
86731,5,129.0,105000,765000.0,57.92,36%-<43%,White,Other,Principal_Residence,Originated,26.89,4
96921,5,100.0,25000,355000.0,62.679,20%-<30%,White,Home_Improvement,Principal_Residence,Originated,31.78,4
83365,6,95.0,215000,215000.0,101.75,50%-60%,White,Home_Purchase,Principal_Residence,Originated,36.19,0
90472,5,115.0,125000,515000.0,84.93,36%-<43%,Asian,Home_Improvement,Principal_Residence,Originated,38.5,4
48559,0,95.0,95000,95000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,99.67,5
3665,0,58.0,255000,255000.0,101.689,36%-<43%,White,Home_Purchase,Principal_Residence,Originated,17.49,1
87202,3,88.0,265000,375000.0,78.353,Unknown,White,CashOut_Refinance,Principal_Residence,Incomplete,23.94,6
736,0,311.0,235000,265000.0,90.0,30%-<36%,White,Home_Purchase,Principal_Residence,Originated,35.3,1
40948,0,86.0,685000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Withdrawn,29.88,1
73759,0,181.0,735000,865000.0,85.0,36%-<43%,Asian,Home_Purchase,Principal_Residence,Originated,32.9,1
38492,0,106.0,245000,275000.0,87.636,30%-<36%,White,Home_Purchase,Principal_Residence,Originated,15.36,1
36532,0,71.0,175000,175000.0,99.446,36%-<43%,White,Home_Purchase,Principal_Residence,Originated,85.44,5
27457,2,95.0,35000,55000.0,60.0,Unknown,Race Not Available,Home_Purchase,Investment,Originated,17.45,3
10878,0,122.0,255000,315000.0,80.0,43%-<50%,Race Not Available,Home_Purchase,Principal_Residence,Originated,36.03,1
48970,0,119.0,335000,355000.0,78.353,Unknown,Black or African American,Home_Purchase,Principal_Residence,Purchased,23.62,1
17654,0,75.0,155000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Incomplete,21.79,1
72142,3,60.0,265000,375000.0,78.353,Unknown,American Indian or Alaska Native,Refinance,Principal_Residence,Withdrawn,23.85,6
30955,4,95.0,185000,205000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,20.23,2
45297,5,124.0,105000,375000.0,78.353,Unknown,Asian,Other,Principal_Residence,Withdrawn,90.63,4
21871,0,271.0,335000,445000.0,75.0,43%-<50%,Race Not Available,Home_Purchase,Principal_Residence,Originated,27.39,1
72103,5,368.0,275000,955000.0,79.997,20%-<30%,White,Home_Purchase,Principal_Residence,Originated,15.78,4
14378,0,89.0,445000,555000.0,80.0,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,16.53,1
51010,5,111.0,55000,245000.0,67.57,30%-<36%,White,Home_Improvement,Principal_Residence,Denied,50.04,4
1331,0,106.0,365000,465000.0,80.0,30%-<36%,Asian,Home_Purchase,Principal_Residence,Approved_NotAccepted,0.0,1
72835,0,144.0,305000,315000.0,96.5,20%-<30%,Race Not Available,Home_Purchase,Principal_Residence,Originated,37.06,1
84982,5,111.0,65000,365000.0,84.993,20%-<30%,White,Other,Principal_Residence,Originated,21.68,4
98518,1,353.0,485000,605000.0,80.0,30%-<36%,White,CashOut_Refinance,Principal_Residence,Originated,43.89,6
16697,5,143.0,35000,585000.0,80.859,36%-<43%,White,Other,Principal_Residence,Denied,33.8,4
93317,2,95.0,165000,225000.0,71.75,Unknown,Race Not Available,Refinance,Investment,Denied,95.55,3
91416,0,197.0,705000,885000.0,79.996,30%-<36%,White,Home_Purchase,Principal_Residence,Originated,22.41,1
21312,4,101.0,105000,375000.0,78.353,Unknown,White,Refinance,Principal_Residence,Withdrawn,6.81,2
38686,4,95.0,65000,65000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,48.03,2
61025,5,170.0,85000,455000.0,69.523,36%-<43%,White,Other,Principal_Residence,Originated,19.33,4
343,1,609.0,1805000,2255000.0,80.0,36%-<43%,White,Home_Purchase,Principal_Residence,Originated,24.25,1
51912,1,397.0,395000,595000.0,68.0,30%-<36%,White,CashOut_Refinance,Principal_Residence,Originated,29.39,6
18290,5,227.0,105000,375000.0,78.353,Unknown,White,Other,Principal_Residence,Incomplete,9.9,4
50154,3,66.0,25000,375000.0,78.353,Exempt,White,Refinance,Principal_Residence,Originated,20.78,6
94796,0,35.0,115000,155000.0,68.79,36%-<43%,Black or African American,Home_Purchase,Principal_Residence,Originated,7.17,1
